no;choice;college;hsg2;coml5;type1;type2;type3;type4;type5;type6;fuel1;fuel2;fuel3;fuel4;fuel5;fuel6;price1;price2;price3;price4;price5;price6;range1;range2;range3;range4;range5;range6;acc1;acc2;acc3;acc4;acc5;acc6;speed1;speed2;speed3;speed4;speed5;speed6;pollution1;pollution2;pollution3;pollution4;pollution5;pollution6;size1;size2;size3;size4;size5;size6;space1;space2;space3;space4;space5;space6;cost1;cost2;cost3;cost4;cost5;cost6;station1;station2;station3;station4;station5;station6
390;choice5;1;0;0;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;6.0700691;6.0700691;6.3459814;6.3459814;5.2423324;5.2423324;200;200;75;75;350;350;2.5;2.5;4;4;6;6;65;65;110;110;85;85;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;0.7;0.7;1;1;1;1;6;6;2;2;0;0;0.1;0.1;1;1
391;choice3;0;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.3109468;3.3109468;4.1386835;4.1386835;4.4145957;4.4145957;125;125;250;250;300;300;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;1;1;6;6;8;8;0;0;0.3;0.3;1;1
392;choice1;1;0;0;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;2.7772075;2.7772075;1.7673139;1.7673139;2.2722607;2.2722607;125;125;250;250;300;300;6;6;2.5;2.5;4;4;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.1;0.1;1;1
393;choice4;0;1;1;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;0.96354111;0.96354111;1.1241313;1.1241313;1.4453117;1.4453117;125;125;300;300;250;250;2.5;2.5;4;4;6;6;85;85;140;140;85;85;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;8;8;2;2;4;4;0;0;0.7;0.7;0.1;0.1
394;choice3;1;0;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.5611457;3.5611457;3.7985554;3.7985554;2.6115068;2.6115068;75;75;300;300;350;350;6;6;2.5;2.5;4;4;95;95;110;110;140;140;0.25;0.25;0.6;0.6;1;1;2;2;3;3;1;1;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
395;choice3;1;0;0;sportuv;sportcar;sportuv;regcar;sportuv;truck;methanol;methanol;electric;electric;gasoline;gasoline;4.690508;4.690508;3.586859;3.586859;4.1386835;4.1386835;125;125;250;250;300;300;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;1;1;2;2;0.7;0.7;1;1;1;1;8;8;4;4;6;6;0;0;0.3;0.3;1;1
396;choice3;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;4.2920479;4.2920479;5.3019416;5.3019416;5.8068884;5.8068884;125;125;250;250;300;300;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;1;1;2;2;0.7;0.7;1;1;1;1;1;1;6;6;8;8;0;0;0.3;0.3;1;1
397;choice2;1;1;1;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;4.4965252;4.4965252;4.8177056;4.8177056;3.5329841;3.5329841;125;125;300;300;300;300;4;4;6;6;2.5;2.5;85;85;140;140;95;95;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;8;8;2;2;6;6;0;0;0.1;0.1;1;1
398;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.8906233;2.8906233;3.2118037;3.2118037;1.9270822;1.9270822;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
399;choice6;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.4965252;4.4965252;4.8177056;4.8177056;3.5329841;3.5329841;125;125;300;300;300;300;2.5;2.5;4;4;6;6;100;100;85;85;110;110;0;0;0.25;0.25;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;2;2;8;8;4;4;0;0;0.1;0.1;1;1
400;choice2;1;1;0;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;4.2920479;4.2920479;5.3019416;5.3019416;5.8068884;5.8068884;125;125;250;250;300;300;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;1;1;6;6;8;8;0;0;0.3;0.3;1;1
401;choice5;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;6.3864157;6.3864157;6.9851422;6.9851422;5.5881138;5.5881138;125;125;300;300;300;300;2.5;2.5;4;4;6;6;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;0.7;0.7;1;1;1;1;8;8;8;8;4;4;0;0;0.1;0.1;1;1
402;choice4;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;1.4244583;1.4244583;1.661868;1.661868;2.1366874;2.1366874;75;75;300;300;350;350;6;6;2.5;2.5;4;4;140;140;85;85;95;95;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
403;choice3;0;0;1;sportcar;regcar;sportcar;truck;sportcar;sportuv;methanol;methanol;cng;cng;electric;electric;1.661868;1.661868;1.661868;1.661868;2.1366874;2.1366874;125;125;300;300;250;250;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;1;1;2;2;0;0;1;1;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;0.7;0.7
404;choice2;1;0;0;sportcar;regcar;sportcar;truck;sportcar;sportuv;cng;cng;electric;electric;gasoline;gasoline;1.1870486;1.1870486;0.71222914;0.71222914;0.83093399;0.83093399;300;300;250;250;300;300;6;6;2.5;2.5;4;4;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;0;0;1;1;2;2;1;1;1;1;1;1;6;6;8;8;2;2;0.1;0.1;0.3;0.3;1;1
405;choice5;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;6.9851422;6.9851422;4.9893873;4.9893873;6.3864157;6.3864157;125;125;300;300;300;300;2.5;2.5;4;4;6;6;65;65;110;110;85;85;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;1;1;8;8;4;4;0;0;0.1;0.1;1;1
406;choice5;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;1.3795612;1.3795612;1.3795612;1.3795612;0.96569282;0.96569282;125;125;300;300;300;300;2.5;2.5;4;4;6;6;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;0.7;0.7;1;1;1;1;8;8;8;8;4;4;0;0;0.1;0.1;1;1
407;choice5;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.0296809;3.0296809;3.2821543;3.2821543;3.7871011;3.7871011;125;125;300;300;250;250;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;1;1;0.7;0.7;1;1;1;1;8;8;2;2;0;0;0.1;0.1;0.3;0.3
408;choice5;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.1953304;2.1953304;2.5944814;2.5944814;2.9936324;2.9936324;300;300;250;250;300;300;4;4;6;6;2.5;2.5;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
409;choice3;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.5611457;3.5611457;2.6115068;2.6115068;3.0863263;3.0863263;125;125;250;250;300;300;4;4;6;6;2.5;2.5;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;2;2;3;3;1;1;1;1;1;1;1;1;1;1;8;8;2;2;0;0;0.7;0.7;1;1
410;choice3;1;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;0.8277367;0.8277367;1.241605;1.241605;1.3795612;1.3795612;200;200;300;300;350;350;2.5;2.5;4;4;6;6;100;100;95;95;110;110;0;0;0.25;0.25;0.5;0.5;3;3;1;1;2;2;0.7;0.7;1;1;1;1;4;4;2;2;4;4;0;0;0.7;0.7;1;1
411;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.7985554;3.7985554;2.6115068;2.6115068;3.0863263;3.0863263;300;300;250;250;300;300;6;6;2.5;2.5;4;4;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;6;6;8;8;2;2;0.1;0.1;0.3;0.3;1;1
412;choice3;1;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;7.7083289;7.7083289;5.4600663;5.4600663;6.102427;6.102427;200;200;75;75;300;300;2.5;2.5;4;4;6;6;55;55;95;95;110;110;0;0;0.1;0.1;0.4;0.4;3;3;1;1;2;2;0.7;0.7;1;1;1;1;1;1;6;6;8;8;0;0;0.1;0.1;0.3;0.3
413;choice3;1;1;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.5329841;3.5329841;1.9270822;1.9270822;2.8906233;2.8906233;75;75;250;250;250;250;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.25;0.25;1;1;1;1;2;2;3;3;1;1;1;1;1;1;2;2;8;8;4;4;0;0;0.1;0.1;1;1
414;choice1;0;1;0;van;regcar;van;stwagon;van;truck;methanol;methanol;cng;cng;electric;electric;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;125;125;300;300;250;250;4;4;6;6;2.5;2.5;65;65;110;110;140;140;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;1;1;0.7;0.7;1;1;8;8;8;8;2;2;0;0;0.1;0.1;0.3;0.3
415;choice5;0;1;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.3455777;4.3455777;2.8118444;2.8118444;3.8343333;3.8343333;125;125;300;300;300;300;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.25;0.25;1;1;2;2;3;3;3;3;1;1;0.7;0.7;1;1;8;8;4;4;8;8;0;0;0.7;0.7;1;1
416;choice4;0;1;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;1.0224889;1.0224889;1.1503;1.1503;0.76686666;0.76686666;200;200;75;75;350;350;2.5;2.5;4;4;6;6;85;85;140;140;95;95;0;0;0.25;0.25;1;1;1;1;2;2;3;3;1;1;0.7;0.7;1;1;4;4;6;6;2;2;0;0;0.1;0.1;1;1
417;choice1;0;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.586859;3.586859;4.1386835;4.1386835;4.4145957;4.4145957;300;300;250;250;300;300;2.5;2.5;4;4;6;6;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
418;choice1;1;0;1;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;3.0674666;3.0674666;3.3230888;3.3230888;4.0899555;4.0899555;125;125;300;300;300;300;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;0.7;0.7;1;1;2;2;4;4;8;8;0;0;0.7;0.7;1;1
